case_number,court,case_type.x,filing_date,id,court_system,tracking_number,document_type,issued_date,issued_date_str,case_status,case_disposition,year
3B02003011,Baltimore City District Court 5800 Wabash Ave,CR,2009-02-24,633381,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096075100612,STATEMENT OF CHARGES,2009-02-24,02/24/2009,CLOSED,JURY TRIAL PRAYED,2009
3B02003228,Baltimore City District Court 5800 Wabash Ave,CR,2009-02-22,843340,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096074100625,STATEMENT OF CHARGES,2009-02-22,02/22/2009,CLOSED,JURY TRIAL PRAYED,2009
3B02004068,Baltimore City District Court 1400 North Ave.,CR,2009-03-26,623406,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096076100886,STATEMENT OF CHARGES,2009-03-26,03/26/2009,CLOSED,TRIAL,2009
3B02006609,Baltimore City District Court 1400 North Ave.,CR,2009-03-19,623409,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096005108146,STATEMENT OF CHARGES,2009-03-19,03/19/2009,CLOSED,JURY TRIAL PRAYED,2009
3B02007400,Baltimore City District Court 5800 Wabash Ave,CR,2009-02-14,618575,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096024100955,STATEMENT OF CHARGES,2009-02-14,02/14/2009,CLOSED,TRIAL,2009
3B02007435,Baltimore City District Court 5800 Wabash Ave,CR,2009-02-06,616823,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096074100430,STATEMENT OF CHARGES,2009-02-06,02/06/2009,CLOSED,TRIAL,2009
3B02007491,Baltimore City District Court 1400 North Ave.,CR,2009-02-05,633239,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096005103585,STATEMENT OF CHARGES,2009-02-05,02/05/2009,CLOSED,FORWARDED TO CIRCUIT COURT,2009
3B02008121,Baltimore City District Court 1400 North Ave.,CR,2009-02-20,632553,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096000105821,STATEMENT OF CHARGES,2009-02-20,02/20/2009,CLOSED,TRIAL,2009
3B02008149,Baltimore City District Court 5800 Wabash Ave,CR,2009-02-05,631087,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096074100426,STATEMENT OF CHARGES,2009-02-05,02/05/2009,CLOSED,TRIAL,2009
3B02008821,Baltimore City District Court 5800 Wabash Ave,CR,2009-04-05,639577,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096004111125,STATEMENT OF CHARGES,2009-04-05,04/05/2009,CLOSED,FORWARDED TO CIRCUIT COURT,2009
3B02009269,Baltimore City District Court 5800 Wabash Ave,CR,2009-04-29,844119,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096004114080,STATEMENT OF CHARGES,2009-04-29,04/29/2009,CLOSED,TRIAL,2009
3B02010347,Baltimore City District Court 5800 Wabash Ave,CR,2009-03-22,843954,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096023102162,STATEMENT OF CHARGES,2009-03-22,03/22/2009,CLOSED,TRIAL,2009
3B02010879,Baltimore City District Court 5800 Wabash Ave,CR,2009-04-19,622842,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096004113041,STATEMENT OF CHARGES,2009-04-19,04/19/2009,CLOSED,JURY TRIAL PRAYED,2009
3B02010963,Baltimore City District Court 1400 North Ave.,CR,2009-04-04,637344,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096005109944,STATEMENT OF CHARGES,2009-04-04,04/04/2009,CLOSED,FORWARDED TO CIRCUIT COURT,2009
3B02011026,Baltimore City District Court 5800 Wabash Ave,CR,2009-04-10,844044,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096003111680,STATEMENT OF CHARGES,2009-04-10,04/10/2009,WARRANT,FAILED TO APPEAR,2009
3B02011117,Baltimore City District Court 5800 Wabash Ave,CR,2009-04-09,844041,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096003111654,STATEMENT OF CHARGES,2009-04-09,04/09/2009,CLOSED,TRIAL,2009
3B02011264,Baltimore City District Court 5800 Wabash Ave,CR,2009-04-11,844070,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096004112061,STATEMENT OF CHARGES,2009-04-11,04/11/2009,CLOSED,JURY TRIAL PRAYED,2009
3B02011418,Baltimore City District Court 5800 Wabash Ave,CR,2009-04-08,844057,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096003111256,STATEMENT OF CHARGES,2009-04-08,04/08/2009,CLOSED,TRIAL,2009
3B02011677,Baltimore City District Court 5800 Wabash Ave,CR,2009-05-05,624419,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096015102842,STATEMENT OF CHARGES,2009-05-05,05/05/2009,CLOSED,TRIAL,2009
3B02011936,Baltimore City District Court 1400 North Ave.,CR,2009-05-06,628119,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096016101764,STATEMENT OF CHARGES,2009-05-06,05/06/2009,CLOSED,FORWARDED TO CIRCUIT COURT,2009
3B02012006,Baltimore City District Court 1400 North Ave.,CR,2009-05-07,640317,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096077101164,STATEMENT OF CHARGES,2009-05-07,05/07/2009,CLOSED,TRIAL,2009
3B02012195,Baltimore City District Court 5800 Wabash Ave,CR,2009-05-07,642112,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096075101485,STATEMENT OF CHARGES,2009-05-07,05/07/2009,CLOSED,TRIAL,2009
3B02012314,Baltimore City District Court 1400 North Ave.,CR,2009-05-08,641497,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096001113622,STATEMENT OF CHARGES,2009-05-08,05/08/2009,CLOSED,JURY TRIAL PRAYED,2009
3B02012573,Baltimore City District Court 5800 Wabash Ave,CR,2009-05-14,642469,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096005114785,STATEMENT OF CHARGES,2009-05-14,05/14/2009,CLOSED,FORWARDED TO CIRCUIT COURT,2009
3B02012601,Baltimore City District Court 1400 North Ave.,CR,2009-05-07,624134,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096076101155,STATEMENT OF CHARGES,2009-05-07,05/07/2009,CLOSED,FORWARDED TO CIRCUIT COURT,2009
3B02012853,Baltimore City District Court 1400 North Ave.,CR,2009-05-08,640315,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096001113670,STATEMENT OF CHARGES,2009-05-08,05/08/2009,CLOSED,FORWARDED TO CIRCUIT COURT,2009
3B02013420,Baltimore City District Court 1400 North Ave.,CR,2009-05-19,625788,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096074101793,STATEMENT OF CHARGES,2009-05-19,05/19/2009,CLOSED,FORWARDED TO CIRCUIT COURT,2009
3B02015681,Baltimore City District Court 1400 North Ave.,CR,2009-05-28,843643,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096075101850,STATEMENT OF CHARGES,2009-05-28,05/28/2009,CLOSED,FORWARDED TO CIRCUIT COURT,2009
3B02016003,Baltimore City District Court 5800 Wabash Ave,CR,2009-04-27,844149,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096003113850,STATEMENT OF CHARGES,2009-04-27,04/27/2009,CLOSED,JURY TRIAL PRAYED,2009
3B02018481,Baltimore City District Court 5800 Wabash Ave,CR,2009-06-10,843662,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096003119774,STATEMENT OF CHARGES,2009-06-10,06/10/2009,CLOSED,FORWARDED TO CIRCUIT COURT,2009
3B02018698,Baltimore City District Court 1400 North Ave.,CR,2009-06-11,843652,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096003119833,STATEMENT OF CHARGES,2009-06-11,06/11/2009,WARRANT,NA,2009
3B02018859,Baltimore City District Court 1400 North Ave.,CR,2009-06-09,630305,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096076101450,STATEMENT OF CHARGES,2009-06-09,06/09/2009,CLOSED,TRIAL,2009
3B02019111,Baltimore City District Court 5800 Wabash Ave,CR,2009-06-12,844435,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096001117236,STATEMENT OF CHARGES,2009-06-12,06/12/2009,CLOSED,TRIAL,2009
3B02019531,Baltimore City District Court 1400 North Ave.,CR,2009-06-23,628800,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096009102232,STATEMENT OF CHARGES,2009-06-23,06/23/2009,CLOSED,TRIAL,2009
3B02019825,Baltimore City District Court 1400 North Ave.,CR,2009-06-18,628283,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096076101553,STATEMENT OF CHARGES,2009-06-18,06/18/2009,CLOSED,TRIAL,2009
3B02020308,Baltimore City District Court 5800 Wabash Ave,CR,2009-06-22,627860,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096103104764,STATEMENT OF CHARGES,2009-06-22,06/22/2009,CLOSED,TRIAL,2009
3B02020819,Baltimore City District Court 5800 Wabash Ave,CR,2009-06-25,843704,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096005119534,STATEMENT OF CHARGES,2009-06-25,06/25/2009,CLOSED,TRIAL,2009
3B02020861,Baltimore City District Court 5800 Wabash Ave,CR,2009-06-28,628896,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096005119895,STATEMENT OF CHARGES,2009-06-28,06/28/2009,CLOSED,TRIAL,2009
3B02020882,Baltimore City District Court 5800 Wabash Ave,CR,2009-06-25,628586,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096009102324,STATEMENT OF CHARGES,2009-06-25,06/25/2009,CLOSED,TRIAL,2009
3B02021050,Baltimore City District Court 5800 Wabash Ave,CR,2009-06-27,628901,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096001118894,STATEMENT OF CHARGES,2009-06-27,06/27/2009,CLOSED,JURY TRIAL PRAYED,2009
3B02021470,Baltimore City District Court 5800 Wabash Ave,CR,2009-06-30,629838,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096004122336,STATEMENT OF CHARGES,2009-06-30,06/30/2009,CLOSED,JURY TRIAL PRAYED,2009
3B02021687,Baltimore City District Court 5800 Wabash Ave,CR,2009-07-07,630765,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096004123191,STATEMENT OF CHARGES,2009-07-07,07/07/2009,CLOSED,FORWARDED TO CIRCUIT COURT,2009
3B02021778,Baltimore City District Court 1400 North Ave.,CR,2009-07-11,843754,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096074102493,STATEMENT OF CHARGES,2009-07-11,07/11/2009,CLOSED,FORWARDED TO CIRCUIT COURT,2009
3B02021855,Baltimore City District Court 5800 Wabash Ave,CR,2009-07-08,633407,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096000123671,STATEMENT OF CHARGES,2009-07-08,07/08/2009,CLOSED,TRIAL,2009
3B02022345,Baltimore City District Court 1400 North Ave.,CR,2009-07-30,843788,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096015105395,STATEMENT OF CHARGES,2009-07-30,07/30/2009,CLOSED,TRIAL,2009
3B02024473,Baltimore City District Court 5800 Wabash Ave,CR,2009-08-14,844773,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096016103606,STATEMENT OF CHARGES,2009-08-14,08/14/2009,CLOSED,FORWARDED TO CIRCUIT COURT,2009
3B02025299,Baltimore City District Court 1400 North Ave.,CR,2009-08-15,634277,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096016103643,STATEMENT OF CHARGES,2009-08-15,08/15/2009,CLOSED,TRIAL,2009
3B02025432,Baltimore City District Court 1400 North Ave.,CR,2009-08-08,643621,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096081103613,STATEMENT OF CHARGES,2009-08-08,08/08/2009,CLOSED,FORWARDED TO CIRCUIT COURT,2009
3B02025607,Baltimore City District Court 1400 North Ave.,CR,2009-08-15,636640,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096005126103,STATEMENT OF CHARGES,2009-08-15,08/15/2009,CLOSED,TRIAL,2009
3B02026601,Baltimore City District Court 5800 Wabash Ave,CR,2009-08-25,635163,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096000130203,STATEMENT OF CHARGES,2009-08-25,08/25/2009,CLOSED,TRIAL,2009
3B02027042,Baltimore City District Court 5800 Wabash Ave,CR,2009-09-01,845391,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096000131102,STATEMENT OF CHARGES,2009-09-01,09/01/2009,CLOSED,JURY TRIAL PRAYED,2009
3B02027091,Baltimore City District Court 5800 Wabash Ave,CR,2009-08-31,635957,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096001126406,STATEMENT OF CHARGES,2009-08-31,08/31/2009,CLOSED,TRIAL,2009
3B02027469,Baltimore City District Court 5800 Wabash Ave,CR,2009-09-01,845381,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096003131825,STATEMENT OF CHARGES,2009-09-01,09/01/2009,CLOSED,JURY TRIAL PRAYED,2009
3B02027546,Baltimore City District Court 1400 North Ave.,CR,2009-09-03,635280,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096005128656,STATEMENT OF CHARGES,2009-09-03,09/03/2009,CLOSED,TRIAL,2009
3B02028631,Baltimore City District Court 5800 Wabash Ave,CR,2009-07-22,632599,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096016103072,STATEMENT OF CHARGES,2009-07-22,07/22/2009,CLOSED,JURY TRIAL PRAYED,2009
3B02028848,Baltimore City District Court 5800 Wabash Ave,CR,2009-07-21,634946,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096005122824,STATEMENT OF CHARGES,2009-07-21,07/21/2009,CLOSED,JURY TRIAL PRAYED,2009
3B02029450,Baltimore City District Court 1400 North Ave.,CR,2009-07-25,631522,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096076101892,STATEMENT OF CHARGES,2009-07-25,07/25/2009,CLOSED,JURY TRIAL PRAYED,2009
3B02030122,Baltimore City District Court 700 Patapsco Ave.,CR,2009-07-03,844630,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096001119793,STATEMENT OF CHARGES,2009-07-03,07/03/2009,CLOSED,TRIAL,2009
3B02034665,Baltimore City District Court 1400 North Ave.,CR,2009-09-18,845445,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096005130546,STATEMENT OF CHARGES,2009-09-18,09/18/2009,CLOSED,TRIAL,2009
3B02035211,Baltimore City District Court 1400 North Ave.,CR,2009-09-22,844925,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096077102365,STATEMENT OF CHARGES,2009-09-22,09/22/2009,CLOSED,FORWARDED TO CIRCUIT COURT,2009
3B02035743,Baltimore City District Court 5800 Wabash Ave,CR,2009-09-30,638188,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096015107145,STATEMENT OF CHARGES,2009-09-30,09/30/2009,CLOSED,TRIAL,2009
3B02036058,Baltimore City District Court 5800 Wabash Ave,CR,2009-09-24,844957,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096001129486,STATEMENT OF CHARGES,2009-09-24,09/24/2009,CLOSED,TRIAL,2009
3B02036681,Baltimore City District Court 1400 North Ave.,CR,2009-10-03,637875,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096003137016,STATEMENT OF CHARGES,2009-10-03,10/03/2009,CLOSED,TRIAL,2009
3B02037717,Baltimore City District Court 5800 Wabash Ave,CR,2009-10-13,845738,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096003138416,STATEMENT OF CHARGES,2009-10-13,10/13/2009,CLOSED,JURY TRIAL PRAYED,2009
3B02037878,Baltimore City District Court 1400 North Ave.,CR,2009-10-22,846274,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096001132463,STATEMENT OF CHARGES,2009-10-22,10/22/2009,CLOSED,TRIAL,2009
3B02037899,Baltimore City District Court 5800 Wabash Ave,CR,2009-10-23,846292,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096015107624,STATEMENT OF CHARGES,2009-10-23,10/23/2009,CLOSED,TRIAL,2009
3B02038620,Baltimore City District Court 1400 North Ave.,CR,2009-10-21,638004,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096077102693,STATEMENT OF CHARGES,2009-10-21,10/21/2009,CLOSED,JURY TRIAL PRAYED,2009
3B02040342,Baltimore City District Court 5800 Wabash Ave,CR,2009-11-05,846362,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096001133583,STATEMENT OF CHARGES,2009-11-05,11/05/2009,CLOSED,JURY TRIAL PRAYED,2009
3B02040454,Baltimore City District Court 5800 Wabash Ave,CR,2009-11-05,643122,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096016104951,STATEMENT OF CHARGES,2009-11-05,11/05/2009,CLOSED,FORWARDED TO CIRCUIT COURT,2009
3B02040993,Baltimore City District Court 700 Patapsco Ave.,CR,2009-11-07,640143,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096003141301,STATEMENT OF CHARGES,2009-11-07,11/07/2009,CLOSED,TRIAL,2009
3B02041378,Baltimore City District Court 5800 Wabash Ave,CR,2009-11-14,845857,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096061114376,STATEMENT OF CHARGES,2009-11-14,11/14/2009,CLOSED,FORWARDED TO CIRCUIT COURT,2009
3B02044696,Baltimore City District Court 1400 North Ave.,CR,2009-11-21,846469,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096001135425,STATEMENT OF CHARGES,2009-11-21,11/21/2009,CLOSED,TRIAL,2009
3B02044885,Baltimore City District Court 5800 Wabash Ave,CR,2009-11-19,845907,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096001135112,STATEMENT OF CHARGES,2009-11-19,11/19/2009,CLOSED,TRIAL,2009
3B02045760,Baltimore City District Court 5800 Wabash Ave,CR,2009-11-29,845978,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096077103334,STATEMENT OF CHARGES,2009-11-29,11/29/2009,CLOSED,JURY TRIAL PRAYED,2009
3B02045781,Baltimore City District Court 5800 Wabash Ave,CR,2009-11-29,643393,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096005138213,STATEMENT OF CHARGES,2009-11-29,11/29/2009,CLOSED,TRIAL,2009
3B02045830,Baltimore City District Court 1400 North Ave.,CR,2009-11-26,845912,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096077103286,STATEMENT OF CHARGES,2009-11-26,11/26/2009,CLOSED,TRIAL,2009
3B02046005,Baltimore City District Court 5800 Wabash Ave,CR,2009-12-05,643236,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096024112332,STATEMENT OF CHARGES,2009-12-05,12/05/2009,CLOSED,TRIAL,2009
3B02046411,Baltimore City District Court 5800 Wabash Ave,CR,2009-12-08,846552,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096003144904,STATEMENT OF CHARGES,2009-12-08,12/08/2009,CLOSED,TRIAL,2009
3B02046824,Baltimore City District Court 1400 North Ave.,CR,2009-12-04,643215,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096061115566,STATEMENT OF CHARGES,2009-12-04,12/04/2009,CLOSED,FORWARDED TO CIRCUIT COURT,2009
3B02049953,Baltimore City District Court 1400 North Ave.,CR,2009-12-17,846095,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096074104416,STATEMENT OF CHARGES,2009-12-17,12/17/2009,CLOSED,TRIAL,2009
3B02050268,Baltimore City District Court 1400 North Ave.,CR,2009-12-17,846037,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096003145873,STATEMENT OF CHARGES,2009-12-17,12/17/2009,CLOSED,JURY TRIAL PRAYED,2009
3B02050303,Baltimore City District Court 1400 North Ave.,CR,2009-12-22,846135,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096016105533,STATEMENT OF CHARGES,2009-12-22,12/22/2009,CLOSED,TRIAL,2009
3B02050891,Baltimore City District Court 1400 North Ave.,CR,2009-12-31,846173,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096001139194,STATEMENT OF CHARGES,2009-12-31,12/31/2009,CLOSED,FORWARDED TO CIRCUIT COURT,2009
3B02050933,Baltimore City District Court 1400 North Ave.,CR,2009-12-31,846187,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096059110210,STATEMENT OF CHARGES,2009-12-31,12/31/2009,CLOSED,JURY TRIAL PRAYED,2009
3B02051479,Baltimore City District Court 700 Patapsco Ave.,CR,2009-11-11,845919,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096024111326,STATEMENT OF CHARGES,2009-11-11,11/11/2009,CLOSED,JURY TRIAL PRAYED,2009
3B02051500,Baltimore City District Court 1400 North Ave.,CR,2009-11-12,642926,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096004140050,STATEMENT OF CHARGES,2009-11-12,11/12/2009,CLOSED,FORWARDED TO CIRCUIT COURT,2009
3B02051584,Baltimore City District Court 1400 North Ave.,CR,2010-01-08,36863,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,106076100104,STATEMENT OF CHARGES,2010-01-08,01/08/2010,CLOSED,JURY TRIAL PRAYED,2010
3B02051829,Baltimore City District Court 5800 Wabash Ave,CR,2010-01-06,18230,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,106077100043,STATEMENT OF CHARGES,2010-01-06,01/06/2010,CLOSED,TRIAL,2010
3B02051941,Baltimore City District Court 5800 Wabash Ave,CR,2010-01-09,38669,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,106004100801,STATEMENT OF CHARGES,2010-01-09,01/09/2010,CLOSED,JURY TRIAL PRAYED,2010
3B02052137,Baltimore City District Court 5800 Wabash Ave,CR,2010-01-09,37973,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,106003101035,STATEMENT OF CHARGES,2010-01-09,01/09/2010,CLOSED,JURY TRIAL PRAYED,2010
3B02052214,Baltimore City District Court 5800 Wabash Ave,CR,2010-01-11,39043,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,106000100905,STATEMENT OF CHARGES,2010-01-11,01/11/2010,CLOSED,JURY TRIAL PRAYED,2010
3B02052424,Baltimore City District Court 1400 North Ave.,CR,2010-01-26,39149,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,106004102853,STATEMENT OF CHARGES,2010-01-26,01/26/2010,CLOSED,TRIAL,2010
3B02052459,Baltimore City District Court 5800 Wabash Ave,CR,2010-01-29,39136,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,106003103511,STATEMENT OF CHARGES,2010-01-29,01/29/2010,CLOSED,FORWARDED TO CIRCUIT COURT,2010
3B02052781,Baltimore City District Court 5800 Wabash Ave,CR,2010-01-14,38780,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,106076100163,STATEMENT OF CHARGES,2010-01-14,01/14/2010,CLOSED,FORWARDED TO CIRCUIT COURT,2010
3B02052816,Baltimore City District Court 5800 Wabash Ave,CR,2010-01-14,39195,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,106074100226,STATEMENT OF CHARGES,2010-01-14,01/14/2010,CLOSED,JURY TRIAL PRAYED,2010
3B02053439,Baltimore City District Court 5800 Wabash Ave,CR,2010-01-21,39880,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,106004102304,STATEMENT OF CHARGES,2010-01-21,01/21/2010,CLOSED,FORWARDED TO CIRCUIT COURT,2010
3B02053600,Baltimore City District Court 5800 Wabash Ave,CR,2010-01-22,18822,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,106015100391,STATEMENT OF CHARGES,2010-01-22,01/22/2010,CLOSED,TRIAL,2010
3B02053768,Baltimore City District Court 5800 Wabash Ave,CR,2010-01-22,18860,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,106015100424,STATEMENT OF CHARGES,2010-01-22,01/22/2010,CLOSED,TRIAL,2010
3B02053810,Baltimore City District Court 5800 Wabash Ave,CR,2010-01-22,41852,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,106023101004,STATEMENT OF CHARGES,2010-01-22,01/22/2010,CLOSED,JURY TRIAL PRAYED,2010
3B02054069,Baltimore City District Court 5800 Wabash Ave,CR,2010-01-26,39226,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,106024101116,STATEMENT OF CHARGES,2010-01-26,01/26/2010,CLOSED,JURY TRIAL PRAYED,2010
3B02055133,Baltimore City District Court 1400 North Ave.,CR,2010-02-05,18900,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,106001103633,STATEMENT OF CHARGES,2010-02-05,02/05/2010,CLOSED,FORWARDED TO CIRCUIT COURT,2010
3B02055301,Baltimore City District Court 5800 Wabash Ave,CR,2010-02-04,18830,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,106083100911,STATEMENT OF CHARGES,2010-02-04,02/04/2010,CLOSED,FORWARDED TO CIRCUIT COURT,2010
3B02056008,Baltimore City District Court 5800 Wabash Ave,CR,2010-08-19,36964,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,106083105321,STATEMENT OF CHARGES,2010-08-19,08/19/2010,CLOSED,JURY TRIAL PRAYED,2010
3B02056694,Baltimore City District Court 5800 Wabash Ave,CR,2010-02-26,20549,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,106004105572,STATEMENT OF CHARGES,2010-02-26,02/26/2010,CLOSED,TRIAL,2010
3B02057401,Baltimore City District Court 1400 North Ave.,CR,2010-02-27,19651,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,106061102372,STATEMENT OF CHARGES,2010-02-27,02/27/2010,CLOSED,TRIAL,2010
