trafficid,chargeid,describe35,describe70,describe100,date_begin,date_end,article,section,subsec,paragraph,code,fine,finetype,mod_date,new_date,last_revised,scrape_date
972,3202,DECEIVING PERSON OF DISTRANCE TRAVE,DECEIVING PERSON OF DISTRANCE TRAVELED WHEN RENTING VEH. CHARGED BY DI,DECEIVING PERSON OF DISTRANCE TRAVELED WHEN RENTING VEH. CHARGED BY DISTANCE TRAVELLED,1986-07-01,NA,TA,18,104,b,,0,A,1999-06-11,1998-11-10,2020-05-07,2020-06-03
973,20331,KNOWINGLY RENT VEH. TO PERSON UNDER,KNOWINGLY RENT VEH. TO PERSON UNDER INFLUENCE ALCOHOL/DRUGS,KNOWINGLY RENT VEH. TO PERSON UNDER INFLUENCE ALCOHOL/DRUGS,NA,1986-07-01,TA,18,105,,,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
973,3204,KNOWINGLY RENT VEH. TO PERSON UNDER,KNOWINGLY RENT VEH. TO PERSON UNDER INFLUENCE ALCOHOL/DRUGS,KNOWINGLY RENT VEH. TO PERSON UNDER INFLUENCE ALCOHOL/DRUGS,1981-07-01,1985-06-30,TA,18,105,,,0,A,1999-06-11,1998-11-10,2020-05-07,2020-06-03
973,3203,KNOWINGLY RENT VEH. TO PERSON UNDER,KNOWINGLY RENT VEH. TO PERSON UNDER INFLUENCE ALCOHOL/DRUGS,KNOWINGLY RENT VEH. TO PERSON UNDER INFLUENCE ALCOHOL/DRUGS,1985-07-01,1986-06-30,TA,18,105,,,500,F,1999-06-11,1998-11-10,2020-05-07,2020-06-03
974,3207,KNOWINGLY RENT M/V TO PERSON (UNDER,"KNOWINGLY RENT M/V TO PERSON (UNDER INFL OF ALC., IMPAIRED BY (ALC., D","KNOWINGLY RENT M/V TO PERSON (UNDER INFL OF ALC., IMPAIRED BY (ALC., DRUG(S), DRUG(S) & ALC., CDS))",1991-07-01,1995-09-30,TA,18,105,a,,510,F,2001-12-06,1998-11-10,2020-05-07,2020-06-03
974,3206,KNOWINGLY RENT M/V TO PERSON (UNDER,"KNOWINGLY RENT M/V TO PERSON (UNDER INFL OF ALC., IMPAIRED BY (ALC., D","KNOWINGLY RENT M/V TO PERSON (UNDER INFL OF ALC., IMPAIRED BY (ALC., DRUG(S), DRUG(S) & ALC., CDS))",1995-10-01,1996-09-30,TA,18,105,a,,515,F,2001-12-06,1998-11-10,2020-05-07,2020-06-03
974,3205,KNOWINGLY RENT M/V TO PERSON (UNDER,"KNOWINGLY RENT M/V TO PERSON (UNDER INFL OF ALC., IMPAIRED BY (ALC., D","KNOWINGLY RENT M/V TO PERSON (UNDER INFL OF ALC., IMPAIRED BY (ALC., DRUG(S), DRUG(S) & ALC., CDS))",1996-10-01,2003-09-30,TA,18,105,a,,520,F,2003-10-03,1998-11-10,2020-05-07,2020-06-03
974,13146,KNOWINGLY RENT M/V TO PERSON (UNDER,"KNOWINGLY RENT M/V TO PERSON (UNDER INFL OF ALC., IMPAIRED BY (ALC., D","KNOWINGLY RENT M/V TO PERSON (UNDER INFL OF ALC., IMPAIRED BY (ALC., DRUG(S), DRUG(S) & ALC., CDS))",2003-10-01,2005-09-30,TA,18,105,a,,523,F,2005-11-18,2003-10-03,2020-05-07,2020-06-03
974,14619,KNOWINGLY RENT M/V TO PERSON (UNDER,"KNOWINGLY RENT M/V TO PERSON (UNDER INFL OF ALC., IMPAIRED BY (ALC., D","KNOWINGLY RENT M/V TO PERSON (UNDER INFL OF ALC., IMPAIRED BY (ALC., DRUG(S), DRUG(S) & ALC., CDS))",2005-10-01,2010-09-30,TA,18,105,a,,520,F,2010-09-30,2005-11-18,2020-05-07,2020-06-03
974,16845,KNOWINGLY RENT M/V TO PERSON (UNDER,"KNOWINGLY RENT M/V TO PERSON (UNDER INFL OF ALC., IMPAIRED BY (ALC., D","KNOWINGLY RENT M/V TO PERSON (UNDER INFL OF ALC., IMPAIRED BY (ALC., DRUG(S), DRUG(S) & ALC., CDS))",2010-10-01,NA,TA,18,105,a,,530,F,2010-09-30,2010-09-30,2020-05-07,2020-06-03
975,3210,RENT M/V KNOWING DRIVER IS (UNDER I,"RENT M/V KNOWING DRIVER IS (UNDER INFL. OF ALC., IMPAIRED BY (ALC., DR","RENT M/V KNOWING DRIVER IS (UNDER INFL. OF ALC., IMPAIRED BY (ALC., DRUG(S), DRUG(S) & ALC., CDS))",1991-07-01,1995-09-30,TA,18,105,b,,510,F,1999-06-11,1998-11-10,2020-05-07,2020-06-03
975,3209,RENT M/V KNOWING DRIVER IS (UNDER I,"RENT M/V KNOWING DRIVER IS (UNDER INFL. OF ALC., IMPAIRED BY (ALC., DR","RENT M/V KNOWING DRIVER IS (UNDER INFL. OF ALC., IMPAIRED BY (ALC., DRUG(S), DRUG(S) & ALC., CDS))",1995-10-01,1996-09-30,TA,18,105,b,,515,F,1999-06-11,1998-11-10,2020-05-07,2020-06-03
975,3208,RENT M/V KNOWING DRIVER IS (UNDER I,"RENT M/V KNOWING DRIVER IS (UNDER INFL. OF ALC., IMPAIRED BY (ALC., DR","RENT M/V KNOWING DRIVER IS (UNDER INFL. OF ALC., IMPAIRED BY (ALC., DRUG(S), DRUG(S) & ALC., CDS))",1996-10-01,2003-09-30,TA,18,105,b,,520,F,2003-10-03,1998-11-10,2020-05-07,2020-06-03
975,13147,RENT M/V KNOWING DRIVER IS (UNDER I,"RENT M/V KNOWING DRIVER IS (UNDER INFL. OF ALC., IMPAIRED BY (ALC., DR","RENT M/V KNOWING DRIVER IS (UNDER INFL. OF ALC., IMPAIRED BY (ALC., DRUG(S), DRUG(S) & ALC., CDS))",2003-10-01,2005-09-30,TA,18,105,b,,523,F,2005-11-18,2003-10-03,2020-05-07,2020-06-03
975,14620,RENT M/V KNOWING DRIVER IS (UNDER I,"RENT M/V KNOWING DRIVER IS (UNDER INFL. OF ALC., IMPAIRED BY (ALC., DR","RENT M/V KNOWING DRIVER IS (UNDER INFL. OF ALC., IMPAIRED BY (ALC., DRUG(S), DRUG(S) & ALC., CDS))",2005-10-01,2010-09-30,TA,18,105,b,,520,F,2010-09-30,2005-11-18,2020-05-07,2020-06-03
975,16846,RENT M/V KNOWING DRIVER IS (UNDER I,"RENT M/V KNOWING DRIVER IS (UNDER INFL. OF ALC., IMPAIRED BY (ALC., DR","RENT M/V KNOWING DRIVER IS (UNDER INFL. OF ALC., IMPAIRED BY (ALC., DRUG(S), DRUG(S) & ALC., CDS))",2010-10-01,NA,TA,18,105,b,,530,F,2010-09-30,2010-09-30,2020-05-07,2020-06-03
976,20332,PERMITTING UNAUTHORIZED PERSON DRIV,PERMITTING UNAUTHORIZED PERSON DRIVE RENTED VEH.,PERMITTING UNAUTHORIZED PERSON DRIVE RENTED VEH.,NA,1986-07-01,TA,18,106,,,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
976,3211,PERMITTING UNAUTHORIZED PERSON DRIV,PERMITTING UNAUTHORIZED PERSON DRIVE RENTED VEH.,PERMITTING UNAUTHORIZED PERSON DRIVE RENTED VEH.,1981-07-01,1986-06-30,TA,18,106,,,0,A,1999-06-11,1998-11-10,2020-05-07,2020-06-03
977,20333,PERMITTING UNAUTHORIZED PERSON DRIV,PERMITTING UNAUTHORIZED PERSON DRIVE RENTED VEH.,PERMITTING UNAUTHORIZED PERSON DRIVE RENTED VEH.,NA,1986-07-01,TA,18,106,,A,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
977,3212,PERMITTING UNAUTHORIZED PERSON DRIV,PERMITTING UNAUTHORIZED PERSON DRIVE RENTED VEH.,PERMITTING UNAUTHORIZED PERSON DRIVE RENTED VEH.,1985-07-01,1986-06-30,TA,18,106,,A,0,A,1999-06-11,1998-11-10,2020-05-07,2020-06-03
978,20334,DRIVING RENTED VEH. W/O CONSENT LES,DRIVING RENTED VEH. W/O CONSENT LESSOR/ LESSOR'S AGENT,DRIVING RENTED VEH. W/O CONSENT LESSOR/ LESSOR'S AGENT,NA,1986-07-01,TA,18,106,,B,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
978,3213,DRIVING RENTED VEH. W/O CONSENT LES,DRIVING RENTED VEH. W/O CONSENT LESSOR/ LESSOR'S AGENT,DRIVING RENTED VEH. W/O CONSENT LESSOR/ LESSOR'S AGENT,1985-07-01,1986-06-30,TA,18,106,,B,0,A,1999-06-11,1998-11-10,2020-05-07,2020-06-03
979,20335,PERMITTING UNAUTHORIZED PERSON TO D,PERMITTING UNAUTHORIZED PERSON TO DRIVE RENTED MOTOR VEHICLE IN VIOLAT,PERMITTING UNAUTHORIZED PERSON TO DRIVE RENTED MOTOR VEHICLE IN VIOLATION OF RENTAL AGREEMENT,NA,2014-10-01,TA,18,106,a,,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
979,3215,PERMITTING UNAUTHORIZED PERSON TO D,PERMITTING UNAUTHORIZED PERSON TO DRIVE RENTED MOTOR VEHICLE IN VIOLAT,PERMITTING UNAUTHORIZED PERSON TO DRIVE RENTED MOTOR VEHICLE IN VIOLATION OF RENTAL AGREEMENT,1986-07-01,1992-09-30,TA,18,106,a,,0,A,1999-06-11,1998-11-10,2020-05-07,2020-06-03
979,3214,PERMITTING UNAUTHORIZED PERSON TO D,PERMITTING UNAUTHORIZED PERSON TO DRIVE RENTED MOTOR VEHICLE IN VIOLAT,PERMITTING UNAUTHORIZED PERSON TO DRIVE RENTED MOTOR VEHICLE IN VIOLATION OF RENTAL AGREEMENT,1992-10-01,2014-09-30,TA,18,106,a,,0,A,2014-09-30,1998-11-10,2020-05-07,2020-06-03
980,20336,DRIVING A RENTED MOTOR VEHICLE IN V,DRIVING A RENTED MOTOR VEHICLE IN VIOLATION OF RENTAL AGREEMENT,DRIVING A RENTED MOTOR VEHICLE IN VIOLATION OF RENTAL AGREEMENT,NA,2014-10-01,TA,18,106,b,,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
980,3217,DRIVING A RENTED MOTOR VEHICLE IN V,DRIVING A RENTED MOTOR VEHICLE IN VIOLATION OF RENTAL AGREEMENT,DRIVING A RENTED MOTOR VEHICLE IN VIOLATION OF RENTAL AGREEMENT,1986-07-01,1992-09-30,TA,18,106,b,,0,A,1999-06-11,1998-11-10,2020-05-07,2020-06-03
980,3216,DRIVING A RENTED MOTOR VEHICLE IN V,DRIVING A RENTED MOTOR VEHICLE IN VIOLATION OF RENTAL AGREEMENT,DRIVING A RENTED MOTOR VEHICLE IN VIOLATION OF RENTAL AGREEMENT,1992-10-01,2014-09-30,TA,18,106,b,,0,A,2014-09-30,1998-11-10,2020-05-07,2020-06-03
981,20337,FAILURE DRIVER INVOLVED ACCIDENT RE,FAILURE DRIVER INVOLVED ACCIDENT RESULTING BODILY INJURY/DEATH STOP/RE,FAILURE DRIVER INVOLVED ACCIDENT RESULTING BODILY INJURY/DEATH STOP/REMAIN SCENE,NA,1986-07-01,TA,20,102,,,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
981,3218,FAILURE DRIVER INVOLVED ACCIDENT RE,FAILURE DRIVER INVOLVED ACCIDENT RESULTING BODILY INJURY/DEATH STOP/RE,FAILURE DRIVER INVOLVED ACCIDENT RESULTING BODILY INJURY/DEATH STOP/REMAIN SCENE,1981-07-01,1986-06-30,TA,20,102,,,0,A,1999-06-11,1998-11-10,2020-05-07,2020-06-03
982,20338,FAILURE TO IMMEDIATELY STOP VEH. AT,FAILURE TO IMMEDIATELY STOP VEH. AT SCENE OF ACCIDENT INVOLVING (BODIL,"FAILURE TO IMMEDIATELY STOP VEH. AT SCENE OF ACCIDENT INVOLVING (BODILY INJURY, DEATH)",NA,2005-10-01,TA,20,102,a,,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
982,3219,FAILURE TO IMMEDIATELY STOP VEH. AT,FAILURE TO IMMEDIATELY STOP VEH. AT SCENE OF ACCIDENT INVOLVING (BODIL,"FAILURE TO IMMEDIATELY STOP VEH. AT SCENE OF ACCIDENT INVOLVING (BODILY INJURY, DEATH)",1986-07-01,2005-09-30,TA,20,102,a,,0,A,2005-11-18,1998-11-10,2020-05-07,2020-06-03
2215,14570,FAILURE TO IMMEDIATELY STOP VEH. AT,FAILURE TO IMMEDIATELY STOP VEH. AT SCENE OF ACCIDENT INVOLVING BODILY,FAILURE TO IMMEDIATELY STOP VEH. AT SCENE OF ACCIDENT INVOLVING BODILY INJURY,2005-10-01,NA,TA,20,102,a1,,0,A,2005-11-18,2005-11-18,2020-05-07,2020-06-03
2216,14571,FAILURE TO IMMEDIATELY RETURN AND R,FAILURE TO IMMEDIATELY RETURN AND REMAIN AT SCENE OF ACCIDENT INVOLVIN,FAILURE TO IMMEDIATELY RETURN AND REMAIN AT SCENE OF ACCIDENT INVOLVING BODILY INJURY,2005-10-01,NA,TA,20,102,a2,,0,A,2005-11-18,2005-11-18,2020-05-07,2020-06-03
983,20339,FAILURE TO REMAIN AT SCENE OF ACCID,"FAILURE TO REMAIN AT SCENE OF ACCIDENT INVOLVING (BODILY INJURY, DEATH","FAILURE TO REMAIN AT SCENE OF ACCIDENT INVOLVING (BODILY INJURY, DEATH)",NA,2005-10-01,TA,20,102,b,,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
983,3220,FAILURE TO REMAIN AT SCENE OF ACCID,"FAILURE TO REMAIN AT SCENE OF ACCIDENT INVOLVING (BODILY INJURY, DEATH","FAILURE TO REMAIN AT SCENE OF ACCIDENT INVOLVING (BODILY INJURY, DEATH)",1986-07-01,2005-09-30,TA,20,102,b,,0,A,2005-11-18,1998-11-10,2020-05-07,2020-06-03
2217,14572,FAILURE TO IMMEDIATELY STOP VEHICLE,FAILURE TO IMMEDIATELY STOP VEHICLE AT SCENE OF ACCIDENT INVOLVING DEA,FAILURE TO IMMEDIATELY STOP VEHICLE AT SCENE OF ACCIDENT INVOLVING DEATH,2005-10-01,NA,TA,20,102,b1,,0,A,2005-11-18,2005-11-18,2020-05-07,2020-06-03
2218,14573,FAILURE TO IMMEDIATELY RETURN AND R,FAILURE TO IMMEDIATELY RETURN AND REMAIN AT SCENE OF ACCIDENT INVOLVIN,FAILURE TO IMMEDIATELY RETURN AND REMAIN AT SCENE OF ACCIDENT INVOLVING DEATH,2005-10-01,NA,TA,20,102,b2,,0,A,2005-11-18,2005-11-18,2020-05-07,2020-06-03
2530,19788,VIOLATION OF 20-102 KNEW/REASONABLY,VIOLATION OF 20-102 KNEW/REASONABLY KNEW ACCIDENT MIGHT RESULT IN SER.,VIOLATION OF 20-102 KNEW/REASONABLY KNEW ACCIDENT MIGHT RESULT IN SER. BOD. INJ. & INJ. OCCURRED,2017-10-01,NA,TA,20,102 C3,i,,0,A,2017-11-16,2017-11-16,2020-05-07,2020-06-03
2531,19789,VIOLATION OF 20-102 KNEW/REASONABLY,VIOLATION OF 20-102 KNEW/REASONABLY KNEW ACCIDENT MIGHT RESULT IN DEAT,VIOLATION OF 20-102 KNEW/REASONABLY KNEW ACCIDENT MIGHT RESULT IN DEATH & DEATH OCCURRED,2017-10-01,NA,TA,20,102 C3,ii,,0,A,2017-11-16,2017-11-16,2020-05-07,2020-06-03
984,20340,FAILURE DRIVER INVOLVED PROPERTY DA,FAILURE DRIVER INVOLVED PROPERTY DAMAGE ACCIDENT STOP/REMAIN SCENE,FAILURE DRIVER INVOLVED PROPERTY DAMAGE ACCIDENT STOP/REMAIN SCENE,NA,1986-07-01,TA,20,103,,,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
984,3221,FAILURE DRIVER INVOLVED PROPERTY DA,FAILURE DRIVER INVOLVED PROPERTY DAMAGE ACCIDENT STOP/REMAIN SCENE,FAILURE DRIVER INVOLVED PROPERTY DAMAGE ACCIDENT STOP/REMAIN SCENE,1981-07-01,1986-06-30,TA,20,103,,,0,A,1999-06-11,1998-11-10,2020-05-07,2020-06-03
985,3223,FAILURE TO STOP AFTER ACCIDENT INVO,"FAILURE TO STOP AFTER ACCIDENT INVOLVING DAMAGE TO ATTENDED (VEH., PRO","FAILURE TO STOP AFTER ACCIDENT INVOLVING DAMAGE TO ATTENDED (VEH., PROPERTY)",1986-07-01,1992-09-30,TA,20,103,a,,0,A,1999-06-11,1998-11-10,2020-05-07,2020-06-03
985,3222,FAILURE TO STOP AFTER ACCIDENT INVO,"FAILURE TO STOP AFTER ACCIDENT INVOLVING DAMAGE TO ATTENDED (VEH., PRO","FAILURE TO STOP AFTER ACCIDENT INVOLVING DAMAGE TO ATTENDED (VEH., PROPERTY)",1992-10-01,NA,TA,20,103,a,,0,A,1999-06-11,1998-11-10,2020-05-07,2020-06-03
986,3225,FAILURE TO RETURN TO & REMAIN AT SC,FAILURE TO RETURN TO & REMAIN AT SCENE OF ACCIDENTINVOLVING ATTENDED (,"FAILURE TO RETURN TO & REMAIN AT SCENE OF ACCIDENTINVOLVING ATTENDED (VEH.DAMAGE,PROPERTY DAMAGE)",1986-07-01,1992-09-30,TA,20,103,b,,0,A,1999-06-11,1999-02-23,2020-05-07,2020-06-03
986,3224,FAILURE TO RETURN TO & REMAIN AT SC,FAILURE TO RETURN TO & REMAIN AT SCENE OF ACCIDENTINVOLVING ATTENDED (,"FAILURE TO RETURN TO & REMAIN AT SCENE OF ACCIDENTINVOLVING ATTENDED (VEH.DAMAGE,PROPERTY DAMAGE)",1992-10-01,NA,TA,20,103,b,,0,A,1999-06-11,1999-02-23,2020-05-07,2020-06-03
987,20341,FAILURE RENDER AID/GIVE REQUIRED IN,FAILURE RENDER AID/GIVE REQUIRED INFO.,FAILURE RENDER AID/GIVE REQUIRED INFO.,NA,1986-07-01,TA,20,104,,,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
987,3226,FAILURE RENDER AID/GIVE REQUIRED IN,FAILURE RENDER AID/GIVE REQUIRED INFO.,FAILURE RENDER AID/GIVE REQUIRED INFO.,1981-07-01,1986-06-30,TA,20,104,,,0,A,1999-06-11,1998-11-10,2020-05-07,2020-06-03
988,3227,FAILURE OF DRIVER INVOLVED IN ACCID,FAILURE OF DRIVER INVOLVED IN ACCIDENT TO RENDER REASONABLE ASSISTANCE,FAILURE OF DRIVER INVOLVED IN ACCIDENT TO RENDER REASONABLE ASSISTANCE TO INJURED PERSON,1986-07-01,NA,TA,20,104,a,,0,A,1999-06-11,1998-11-10,2020-05-07,2020-06-03
989,3228,"FAIL OF DRIVER IN (BODILY INJURY,DE","FAIL OF DRIVER IN (BODILY INJURY,DEATH,ATTEND VEH,ATTENDED PROPERTY)AC","FAIL OF DRIVER IN (BODILY INJURY,DEATH,ATTEND VEH,ATTENDED PROPERTY)ACCIDENT TO FURNISH REQ ID & LIC",1986-07-01,NA,TA,20,104,b,,0,A,1999-06-11,1999-02-23,2020-05-07,2020-06-03
990,3229,"FAIL OF VEH DRIVER IN(BODILY INJ,DE","FAIL OF VEH DRIVER IN(BODILY INJ,DEATH,ATTEND VEH,ATTEND PROP. DAMAGE)","FAIL OF VEH DRIVER IN(BODILY INJ,DEATH,ATTEND VEH,ATTEND PROP. DAMAGE)ACCIDENT TO EXHIBIT LIC TO PO",1986-07-01,NA,TA,20,104,c,,0,A,1999-06-11,1999-02-23,2020-05-07,2020-06-03
991,3230,FAIL VEH DRIVER IN ACC.TO RPT.(BODI,"FAIL VEH DRIVER IN ACC.TO RPT.(BODILY INJ., DEATH,ATTENDED VEH. DAMAGE","FAIL VEH DRIVER IN ACC.TO RPT.(BODILY INJ., DEATH,ATTENDED VEH. DAMAGE,PROP DAMAGE)TO NEAREST POLICE",1986-07-01,NA,TA,20,104,d,,0,A,1999-06-11,1999-02-23,2020-05-07,2020-06-03
992,20342,FAILURE DRIVER INVOLVED PROPERTY DA,FAILURE DRIVER INVOLVED PROPERTY DAMAGE ACCIDENT STOP/GIVE REQUIRED NO,FAILURE DRIVER INVOLVED PROPERTY DAMAGE ACCIDENT STOP/GIVE REQUIRED NOTICE,NA,1986-07-01,TA,20,105,,,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
992,3231,FAILURE DRIVER INVOLVED PROPERTY DA,FAILURE DRIVER INVOLVED PROPERTY DAMAGE ACCIDENT STOP/GIVE REQUIRED NO,FAILURE DRIVER INVOLVED PROPERTY DAMAGE ACCIDENT STOP/GIVE REQUIRED NOTICE,1981-07-01,1986-06-30,TA,20,105,,,0,A,1999-06-11,1998-11-10,2020-05-07,2020-06-03
993,3232,FAILURE OF VEH. DRIVER TO STOP AFTE,"FAILURE OF VEH. DRIVER TO STOP AFTER UNATTENDED (VEH., PROPERTY) DAMAG","FAILURE OF VEH. DRIVER TO STOP AFTER UNATTENDED (VEH., PROPERTY) DAMAGE ACCIDENT",1986-07-01,NA,TA,20,105,a,,0,A,1999-06-11,1998-11-10,2020-05-07,2020-06-03
994,3233,FAILURE OF VEH. DRIVER IN ACCIDENT,FAILURE OF VEH. DRIVER IN ACCIDENT TO LOCATE AND NOTIFY OWNER OF UNATT,"FAILURE OF VEH. DRIVER IN ACCIDENT TO LOCATE AND NOTIFY OWNER OF UNATTENDED(VEH.,PROPERY)OF DAMAGE",1986-07-01,NA,TA,20,105,b,,0,A,1999-06-11,1998-11-10,2020-05-07,2020-06-03
995,3234,FAILURE OF VEH. DRIVER TO FURNISH R,FAILURE OF VEH. DRIVER TO FURNISH REQ'D WRITTEN IDINFO.(IN/ON) UNATTEN,"FAILURE OF VEH. DRIVER TO FURNISH REQ'D WRITTEN IDINFO.(IN/ON) UNATTENEDED DAMAGED (VEH.,PROPERTY)",1986-07-01,2017-09-30,TA,20,105,c,,0,A,1999-06-11,1998-11-10,2020-05-07,2020-06-03
995,19762,FAILURE OF VEH. DRIVER TO FURNISH R,FAILURE OF VEH. DRIVER TO FURNISH REQ'D WRITTEN IDINFO.(IN/ON) UNATTEN,"FAILURE OF VEH. DRIVER TO FURNISH REQ'D WRITTEN IDINFO.(IN/ON) UNATTENEDED DAMAGED (VEH.,PROPERTY)",2017-10-01,NA,TA,20,105,c,,0,A,2017-09-30,2017-09-30,2020-05-07,2020-06-03
996,3237,FAILURE OF VEH. DRIVER INVOLVED IN,FAILURE OF VEH. DRIVER INVOLVED IN ACCIDENT TO GIVE INSURANCE POLICY I,FAILURE OF VEH. DRIVER INVOLVED IN ACCIDENT TO GIVE INSURANCE POLICY INFORMATION,1991-07-01,1995-09-30,TA,20,105.1,,,110,F,1999-06-11,1998-11-10,2020-05-07,2020-06-03
996,3236,FAILURE OF VEH. DRIVER INVOLVED IN,FAILURE OF VEH. DRIVER INVOLVED IN ACCIDENT TO GIVE INSURANCE POLICY I,FAILURE OF VEH. DRIVER INVOLVED IN ACCIDENT TO GIVE INSURANCE POLICY INFORMATION,1995-10-01,1996-09-30,TA,20,105.1,,,115,F,1999-06-11,1998-11-10,2020-05-07,2020-06-03
996,3235,FAILURE OF VEH. DRIVER INVOLVED IN,FAILURE OF VEH. DRIVER INVOLVED IN ACCIDENT TO GIVE INSURANCE POLICY I,FAILURE OF VEH. DRIVER INVOLVED IN ACCIDENT TO GIVE INSURANCE POLICY INFORMATION,1996-10-01,2003-06-30,TA,20,105.1,,,120,F,2003-10-03,1998-11-10,2020-05-07,2020-06-03
996,13148,FAILURE OF VEH. DRIVER INVOLVED IN,FAILURE OF VEH. DRIVER INVOLVED IN ACCIDENT TO GIVE INSURANCE POLICY I,FAILURE OF VEH. DRIVER INVOLVED IN ACCIDENT TO GIVE INSURANCE POLICY INFORMATION,2003-07-01,2005-09-30,TA,20,105.1,,,125,F,2005-11-18,2003-10-03,2020-05-07,2020-06-03
996,14621,FAILURE OF VEH. DRIVER INVOLVED IN,FAILURE OF VEH. DRIVER INVOLVED IN ACCIDENT TO GIVE INSURANCE POLICY I,FAILURE OF VEH. DRIVER INVOLVED IN ACCIDENT TO GIVE INSURANCE POLICY INFORMATION,2005-10-01,2010-09-30,TA,20,105.1,,,130,F,2010-09-30,2005-11-18,2020-05-07,2020-06-03
996,16847,FAILURE OF VEH. DRIVER INVOLVED IN,FAILURE OF VEH. DRIVER INVOLVED IN ACCIDENT TO GIVE INSURANCE POLICY I,FAILURE OF VEH. DRIVER INVOLVED IN ACCIDENT TO GIVE INSURANCE POLICY INFORMATION,2010-10-01,NA,TA,20,105.1,,,140,F,2010-09-30,2010-09-30,2020-05-07,2020-06-03
997,3240,DRIVER FAILURE NOTIFY APPROPRIATE P,DRIVER FAILURE NOTIFY APPROPRIATE POLICE AFTER MOTOR VEH. STRIKES AND,DRIVER FAILURE NOTIFY APPROPRIATE POLICE AFTER MOTOR VEH. STRIKES AND INJURES DOMESTIC ANIMAL,1991-07-01,1995-09-30,TA,20,106,,,60,F,1999-06-11,1998-11-10,2020-05-07,2020-06-03
997,3239,DRIVER FAILURE NOTIFY APPROPRIATE P,DRIVER FAILURE NOTIFY APPROPRIATE POLICE AFTER MOTOR VEH. STRIKES AND,DRIVER FAILURE NOTIFY APPROPRIATE POLICE AFTER MOTOR VEH. STRIKES AND INJURES DOMESTIC ANIMAL,1995-10-01,1996-09-30,TA,20,106,,,65,F,1999-06-11,1998-11-10,2020-05-07,2020-06-03
997,3238,DRIVER FAILURE NOTIFY APPROPRIATE P,DRIVER FAILURE NOTIFY APPROPRIATE POLICE AFTER MOTOR VEH. STRIKES AND,DRIVER FAILURE NOTIFY APPROPRIATE POLICE AFTER MOTOR VEH. STRIKES AND INJURES DOMESTIC ANIMAL,1996-10-01,2003-06-30,TA,20,106,,,70,F,2003-10-03,1998-11-10,2020-05-07,2020-06-03
997,13149,DRIVER FAILURE NOTIFY APPROPRIATE P,DRIVER FAILURE NOTIFY APPROPRIATE POLICE AFTER MOTOR VEH. STRIKES AND,DRIVER FAILURE NOTIFY APPROPRIATE POLICE AFTER MOTOR VEH. STRIKES AND INJURES DOMESTIC ANIMAL,2003-07-01,2005-09-30,TA,20,106,,,75,F,2005-11-18,2003-10-03,2020-05-07,2020-06-03
997,14622,DRIVER FAILURE NOTIFY APPROPRIATE P,DRIVER FAILURE NOTIFY APPROPRIATE POLICE AFTER MOTOR VEH. STRIKES AND,DRIVER FAILURE NOTIFY APPROPRIATE POLICE AFTER MOTOR VEH. STRIKES AND INJURES DOMESTIC ANIMAL,2005-10-01,2010-09-30,TA,20,106,,,80,F,2010-09-30,2005-11-18,2020-05-07,2020-06-03
997,16848,DRIVER FAILURE NOTIFY APPROPRIATE P,DRIVER FAILURE NOTIFY APPROPRIATE POLICE AFTER MOTOR VEH. STRIKES AND,DRIVER FAILURE NOTIFY APPROPRIATE POLICE AFTER MOTOR VEH. STRIKES AND INJURES DOMESTIC ANIMAL,2010-10-01,NA,TA,20,106,,,90,F,2010-09-30,2010-09-30,2020-05-07,2020-06-03
998,20343,FAILURE DRIVER VEH. IN ACCIDENT RES,FAILURE DRIVER VEH. IN ACCIDENT RESULTING BODILY INJURY/DEATH SUBMIT A,FAILURE DRIVER VEH. IN ACCIDENT RESULTING BODILY INJURY/DEATH SUBMIT ACCIDENT REPORT IN 15 DAYS,NA,1986-07-01,TA,20,107,,,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
998,3242,FAILURE DRIVER VEH. IN ACCIDENT RES,FAILURE DRIVER VEH. IN ACCIDENT RESULTING BODILY INJURY/DEATH SUBMIT A,FAILURE DRIVER VEH. IN ACCIDENT RESULTING BODILY INJURY/DEATH SUBMIT ACCIDENT REPORT IN 15 DAYS,1981-07-01,1985-06-30,TA,20,107,,,0,A,1999-06-11,1998-11-10,2020-05-07,2020-06-03
